age,job,marital,education,default,balance,housing,loan,month,duration,campaign,previous,deposit,binary_deposit,binary_default,binary_housing,binary_loan,balance_status,age_group
25,management,single,tertiary,no,490,no,no,9,6.57,1,0,no,0,0,0,0,medium,20
34,management,single,tertiary,no,268,no,no,9,9.78,1,0,yes,1,0,0,0,medium,30
78,retired,married,primary,no,301,no,no,9,8.95,2,0,no,0,0,0,0,medium,70
86,retired,divorced,other,no,157,no,no,9,2.45,1,0,no,0,0,0,0,low,70
27,entrepreneur,married,tertiary,no,1991,no,yes,9,8.5,1,0,no,0,0,0,1,very high,20
36,services,married,secondary,no,52,yes,no,9,5.85,1,6,yes,1,0,1,0,low,30
31,management,single,tertiary,no,924,no,no,9,3.85,1,3,yes,1,0,0,0,high,30
25,management,single,tertiary,no,89,no,no,9,4.57,1,0,no,0,0,0,0,low,20
45,management,single,tertiary,no,1411,no,no,9,13.33,2,3,yes,1,0,0,0,high,40
35,self-employed,single,tertiary,no,44,no,no,9,5.17,2,2,no,0,0,0,0,low,30
24,unemployed,single,secondary,no,2696,no,no,9,1.78,2,0,no,0,0,0,0,very high,20
59,management,married,tertiary,no,315,no,no,9,1.63,2,0,no,0,0,0,0,medium,50
26,admin,single,secondary,no,3529,no,yes,9,0.95,2,0,no,0,0,0,1,very high,20
57,management,married,primary,no,772,yes,no,9,3.35,1,1,no,0,0,1,0,high,50
47,retired,single,primary,no,3033,no,no,9,4.88,1,0,yes,1,0,0,0,very high,40
50,admin,married,tertiary,no,6574,no,no,9,8.25,1,3,yes,1,0,0,0,very high,50
31,management,married,tertiary,no,155,yes,no,9,3.57,1,1,no,0,0,1,0,low,30
70,retired,divorced,secondary,no,0,no,no,9,3.43,1,0,yes,1,0,0,0,negative,70
22,student,single,other,no,2281,no,no,9,3.68,1,0,no,0,0,0,0,very high,20
43,blue-collar,married,secondary,no,2160,no,no,9,4.35,1,1,yes,1,0,0,0,very high,40
18,student,single,other,no,108,no,no,9,2.82,1,0,yes,1,0,0,0,low,20
34,management,married,tertiary,no,1022,yes,no,9,3.65,1,0,no,0,0,1,0,high,30
33,self-employed,married,secondary,no,409,no,no,9,2.75,1,4,yes,1,0,0,0,medium,30
24,technician,single,secondary,no,726,no,no,9,7.42,2,0,yes,1,0,0,0,high,20
56,retired,married,other,no,230,no,no,9,2.78,1,2,no,0,0,0,0,low,50
25,admin,single,secondary,no,1871,no,no,9,4.33,1,1,yes,1,0,0,0,very high,20
26,management,single,tertiary,no,1094,yes,no,9,2.28,1,0,yes,1,0,1,0,high,20
32,management,single,tertiary,no,2915,no,no,9,8.65,1,2,yes,1,0,0,0,very high,30
28,management,single,secondary,no,1633,no,no,9,3.88,1,1,no,0,0,0,0,high,20
31,management,single,tertiary,no,0,yes,no,9,1.27,1,0,no,0,0,1,0,negative,30
25,student,single,other,no,480,no,no,9,2.33,1,0,yes,1,0,0,0,medium,20
39,technician,married,secondary,no,1587,yes,no,9,1.8,2,3,yes,1,0,1,0,high,30
58,management,married,tertiary,no,1227,no,no,9,6.67,2,1,yes,1,0,0,0,high,50
19,student,single,secondary,no,88,no,no,9,3.18,1,0,no,0,0,0,0,low,20
37,blue-collar,married,secondary,no,4321,no,no,9,7.02,2,1,no,0,0,0,0,very high,30
42,management,married,tertiary,no,1205,no,no,9,6.27,2,0,yes,1,0,0,0,high,40
30,blue-collar,single,secondary,no,161,no,yes,9,4.97,3,0,yes,1,0,0,1,low,30
57,admin,divorced,secondary,no,0,no,no,9,2.02,2,0,no,0,0,0,0,negative,50
76,retired,divorced,primary,no,802,no,no,9,7.92,5,0,yes,1,0,0,0,high,70
79,retired,married,secondary,no,723,no,no,9,4.6,1,3,yes,1,0,0,0,high,70
40,admin,married,secondary,no,732,no,no,9,1.18,1,4,no,0,0,0,0,high,40
70,retired,married,primary,no,6538,no,no,9,6.57,1,0,yes,1,0,0,0,very high,70
35,management,married,tertiary,no,2161,no,no,9,9.48,3,0,yes,1,0,0,0,very high,30
30,management,single,tertiary,no,147,no,no,9,3.9,1,1,yes,1,0,0,0,low,30
60,retired,married,secondary,no,0,no,no,9,6.8,1,0,yes,1,0,0,0,negative,60
50,blue-collar,married,primary,no,3764,no,no,9,3.57,2,4,yes,1,0,0,0,very high,50
35,technician,married,secondary,no,114,yes,yes,9,1.75,3,4,no,0,0,1,1,low,30
51,unemployed,married,secondary,no,1416,no,no,9,5.75,1,0,yes,1,0,0,0,high,50
81,retired,divorced,primary,no,519,no,no,9,8.13,1,0,no,0,0,0,0,medium,70
30,services,married,secondary,no,208,no,no,9,5.4,1,0,no,0,0,0,0,low,30
67,retired,married,other,no,714,no,no,9,6.2,1,0,no,0,0,0,0,high,60
69,retired,married,secondary,no,745,no,no,9,9.92,1,0,no,0,0,0,0,high,60
45,admin,married,secondary,no,129,yes,no,9,5.12,2,1,no,0,0,1,0,low,40
77,retired,single,primary,no,300,no,no,9,8.52,1,0,no,0,0,0,0,medium,70
62,retired,married,secondary,no,495,no,yes,9,8.23,2,0,no,0,0,0,1,medium,60
82,other,divorced,other,no,0,no,no,9,4.62,5,0,no,0,0,0,0,negative,70
32,admin,single,secondary,no,555,yes,no,9,5.73,1,0,yes,1,0,1,0,medium,30
70,retired,single,primary,no,0,no,no,9,2.42,1,0,no,0,0,0,0,negative,70
32,self-employed,married,tertiary,no,1676,yes,no,9,3.72,2,0,no,0,0,1,0,high,30
34,management,married,tertiary,no,158,no,no,9,4.63,2,4,yes,1,0,0,0,low,30
28,admin,single,secondary,no,261,yes,yes,9,4.32,2,4,yes,1,0,1,1,medium,20
67,self-employed,married,tertiary,no,1979,no,no,9,1.75,2,0,no,0,0,0,0,very high,60
45,management,married,tertiary,no,786,no,no,9,1.4,3,0,yes,1,0,0,0,high,40
32,blue-collar,married,secondary,no,889,yes,no,9,3.08,1,5,yes,1,0,1,0,high,30
32,management,single,tertiary,no,1954,yes,yes,9,1.78,1,0,no,0,0,1,1,very high,30
62,retired,married,primary,no,383,no,no,9,4.6,1,0,no,0,0,0,0,medium,60
38,management,married,tertiary,no,1,no,no,9,5.7,2,0,no,0,0,0,0,low,30
53,entrepreneur,married,primary,no,27,yes,no,9,3.83,3,0,yes,1,0,1,0,low,50
61,retired,married,primary,no,1742,no,no,9,1.5,4,0,no,0,0,0,0,very high,60
60,admin,married,other,no,478,no,no,9,5.4,8,0,no,0,0,0,0,medium,60
23,student,single,primary,no,1235,no,no,9,2.03,2,3,no,0,0,0,0,high,20
67,retired,married,primary,no,708,no,no,9,1.6,2,0,no,0,0,0,0,high,60
38,other,single,tertiary,no,0,no,no,9,4.33,3,3,yes,1,0,0,0,negative,30
30,management,single,tertiary,no,440,yes,no,9,2.15,2,0,no,0,0,1,0,medium,30
58,housemaid,married,primary,no,4605,no,no,9,5.65,1,1,no,0,0,0,0,very high,50
27,student,single,tertiary,no,-148,yes,no,9,2.43,3,1,no,0,0,1,0,negative,20
56,admin,single,secondary,no,2815,yes,no,9,3.53,1,0,yes,1,0,1,0,very high,50
61,retired,married,secondary,no,5207,no,no,9,5.6,1,2,no,0,0,0,0,very high,60
42,technician,married,secondary,no,3082,no,no,9,4.75,1,0,yes,1,0,0,0,very high,40
36,management,married,tertiary,no,495,no,no,9,1.52,1,5,yes,1,0,0,0,medium,30
20,student,single,other,no,479,no,no,9,2.63,2,0,no,0,0,0,0,medium,20
47,technician,married,secondary,no,1233,yes,no,9,1.52,1,2,yes,1,0,1,0,high,40
63,retired,married,secondary,no,2747,no,no,9,1.88,1,1,no,0,0,0,0,very high,60
73,retired,married,other,no,739,no,no,9,3.5,1,0,yes,1,0,0,0,high,70
46,blue-collar,married,secondary,no,640,yes,no,9,1.8,2,2,yes,1,0,1,0,medium,40
32,management,single,tertiary,no,2,yes,no,9,1.67,2,0,yes,1,0,1,0,low,30
73,retired,married,tertiary,no,1843,no,no,9,1.77,2,0,yes,1,0,0,0,very high,70
49,entrepreneur,divorced,tertiary,no,315,no,no,9,4.0,1,0,no,0,0,0,0,medium,40
28,blue-collar,single,secondary,no,322,no,no,9,4.0,2,3,yes,1,0,0,0,medium,20
46,management,married,tertiary,no,7331,no,no,9,10.97,4,2,yes,1,0,0,0,very high,40
74,retired,married,primary,no,1765,no,no,9,4.83,2,0,yes,1,0,0,0,very high,70
71,retired,divorced,tertiary,yes,1236,yes,no,9,5.58,4,0,yes,1,1,1,0,high,70
37,management,married,tertiary,no,0,no,no,9,2.58,1,0,no,0,0,0,0,negative,30
31,self-employed,single,tertiary,no,275,no,no,9,1.65,3,0,no,0,0,0,0,medium,30
28,management,married,secondary,no,3,yes,no,9,1.87,2,2,no,0,0,1,0,low,20
41,admin,divorced,secondary,no,6046,yes,yes,9,3.08,2,0,yes,1,0,1,1,very high,40
20,student,single,secondary,no,29,no,no,9,1.42,2,0,no,0,0,0,0,low,20
28,management,single,tertiary,no,2380,no,no,9,6.57,2,0,no,0,0,0,0,very high,20
73,retired,married,primary,no,934,no,no,9,16.02,5,0,yes,1,0,0,0,high,70
37,management,married,tertiary,no,99,no,no,9,2.68,1,0,no,0,0,0,0,low,30
47,technician,divorced,secondary,no,1013,no,no,9,2.83,1,3,yes,1,0,0,0,high,40
49,technician,divorced,tertiary,no,596,yes,no,9,12.03,1,0,yes,1,0,1,0,medium,40
48,management,married,tertiary,no,2351,no,no,9,2.5,1,3,yes,1,0,0,0,very high,40
46,management,married,tertiary,no,273,yes,no,9,32.7,1,3,yes,1,0,1,0,medium,40
40,admin,married,secondary,no,4775,no,no,9,3.58,1,0,yes,1,0,0,0,very high,40
57,blue-collar,married,primary,no,3109,no,no,9,1.78,2,2,yes,1,0,0,0,very high,50
50,housemaid,married,secondary,no,388,no,no,9,2.88,2,4,yes,1,0,0,0,medium,50
34,blue-collar,married,secondary,no,262,no,no,9,1.48,2,1,yes,1,0,0,0,medium,30
56,services,married,secondary,no,654,no,no,9,14.58,1,0,yes,1,0,0,0,medium,50
31,student,single,tertiary,no,64,no,no,9,3.47,1,2,no,0,0,0,0,low,30
32,technician,single,tertiary,no,1855,no,no,9,2.1,2,1,yes,1,0,0,0,very high,30
50,management,divorced,tertiary,no,810,no,no,9,1.52,1,3,yes,1,0,0,0,high,50
54,unemployed,divorced,secondary,no,1664,no,no,9,1.77,1,3,yes,1,0,0,0,high,50
48,management,married,tertiary,no,2,no,no,9,1.72,1,2,no,0,0,0,0,low,40
26,management,single,tertiary,no,362,no,no,9,15.42,1,2,yes,1,0,0,0,medium,20
33,management,married,tertiary,no,1323,no,no,9,1.82,2,1,no,0,0,0,0,high,30
50,management,married,tertiary,no,1612,no,no,9,3.13,1,4,no,0,0,0,0,high,50
40,technician,married,tertiary,no,1293,no,no,9,28.37,3,2,yes,1,0,0,0,high,40
31,management,single,tertiary,no,3384,no,no,9,2.55,1,2,yes,1,0,0,0,very high,30
29,management,single,other,no,345,no,no,9,1.77,1,0,no,0,0,0,0,medium,20
29,management,single,tertiary,no,874,yes,no,9,2.53,1,1,yes,1,0,1,0,high,20
40,technician,married,secondary,no,1819,no,no,9,2.82,1,2,no,0,0,0,0,very high,40
28,technician,single,tertiary,no,865,no,no,9,2.95,1,0,no,0,0,0,0,high,20
76,retired,married,secondary,no,242,no,no,9,16.57,3,0,no,0,0,0,0,low,70
38,technician,married,secondary,no,4539,no,no,9,6.45,1,0,yes,1,0,0,0,very high,30
34,management,single,tertiary,no,417,yes,no,9,1.65,2,3,no,0,0,1,0,medium,30
23,student,single,secondary,no,780,no,no,9,4.45,1,0,no,0,0,0,0,high,20
71,retired,married,primary,no,4847,no,no,9,10.95,2,0,no,0,0,0,0,very high,70
71,retired,married,primary,no,0,no,no,9,4.1,3,0,no,0,0,0,0,negative,70
35,management,single,tertiary,no,805,no,no,9,10.22,1,0,no,0,0,0,0,high,30
25,management,single,tertiary,no,553,yes,no,9,1.88,4,1,no,0,0,1,0,medium,20
46,management,married,tertiary,no,2817,no,no,9,9.05,1,0,yes,1,0,0,0,very high,40
26,management,single,tertiary,no,1646,no,no,9,14.83,5,0,yes,1,0,0,0,high,20
25,management,single,tertiary,no,808,no,no,9,4.45,2,2,yes,1,0,0,0,high,20
28,admin,single,secondary,no,762,no,no,9,1.92,3,0,yes,1,0,0,0,high,20
70,retired,married,tertiary,no,44,no,no,9,18.4,2,2,yes,1,0,0,0,low,70
59,technician,married,tertiary,no,883,no,no,9,25.85,1,3,no,0,0,0,0,high,50
83,retired,married,primary,no,425,no,no,9,12.88,1,2,yes,1,0,0,0,medium,70
43,management,divorced,tertiary,no,2367,no,no,9,1.38,1,3,yes,1,0,0,0,very high,40
46,management,single,secondary,no,5993,no,no,9,2.65,1,1,no,0,0,0,0,very high,40
37,admin,single,tertiary,no,1000,yes,no,9,3.98,1,2,yes,1,0,1,0,high,30
71,retired,divorced,secondary,no,4380,no,no,9,6.15,1,0,yes,1,0,0,0,very high,70
65,management,divorced,tertiary,no,2756,no,no,9,22.55,2,0,no,0,0,0,0,very high,60
44,technician,married,secondary,no,5102,no,no,9,3.42,1,0,no,0,0,0,0,very high,40
19,student,single,other,no,179,no,no,9,1.03,3,0,no,0,0,0,0,low,20
32,management,divorced,tertiary,no,530,yes,no,9,1.52,1,2,no,0,0,1,0,medium,30
47,admin,married,secondary,no,2601,no,no,9,4.35,1,0,yes,1,0,0,0,very high,40
37,management,married,tertiary,no,539,no,no,9,2.8,2,1,no,0,0,0,0,medium,30
39,admin,married,secondary,no,150,no,no,9,0.92,1,7,no,0,0,0,0,low,30
44,management,married,tertiary,no,1036,no,no,9,8.18,1,0,no,0,0,0,0,high,40
80,retired,married,primary,no,2954,no,no,9,2.4,1,0,no,0,0,0,0,very high,70
52,admin,married,secondary,no,118,no,no,9,1.75,1,0,no,0,0,0,0,low,50
42,management,divorced,tertiary,no,238,no,no,9,11.53,1,0,yes,1,0,0,0,low,40
43,self-employed,married,secondary,no,0,no,no,9,6.65,2,0,no,0,0,0,0,negative,40
49,self-employed,married,tertiary,no,1791,no,no,9,2.32,1,0,no,0,0,0,0,very high,40
79,retired,married,secondary,no,909,no,no,9,1.9,1,1,no,0,0,0,0,high,70
65,retired,married,secondary,no,1176,no,no,9,1.07,1,2,no,0,0,0,0,high,60
61,unemployed,married,primary,no,1,no,no,9,1.42,1,0,no,0,0,0,0,low,60
34,admin,married,tertiary,no,2552,yes,yes,9,1.23,1,0,no,0,0,1,1,very high,30
36,technician,married,tertiary,no,1179,yes,no,9,1.32,1,0,no,0,0,1,0,high,30
77,retired,divorced,secondary,no,0,no,no,9,3.5,1,0,yes,1,0,0,0,negative,70
23,technician,single,secondary,no,4545,no,no,9,4.03,1,1,no,0,0,0,0,very high,20
20,student,single,secondary,no,1191,no,no,9,8.33,2,1,no,0,0,0,0,high,20
61,management,married,tertiary,no,3371,no,no,9,4.98,2,0,yes,1,0,0,0,very high,60
28,student,single,tertiary,no,0,no,no,9,4.9,2,7,yes,1,0,0,0,negative,20
55,technician,divorced,secondary,no,929,no,yes,9,1.33,3,0,no,0,0,0,1,high,50
29,admin,single,tertiary,no,14,no,no,9,1.45,1,1,no,0,0,0,0,low,20
34,management,married,tertiary,no,16,yes,no,9,5.27,1,1,yes,1,0,1,0,low,30
50,technician,divorced,secondary,no,0,no,no,9,2.65,1,2,yes,1,0,0,0,negative,50
36,admin,married,tertiary,no,1145,yes,no,9,1.25,1,2,no,0,0,1,0,high,30
25,student,single,tertiary,no,5,no,no,9,2.3,1,0,no,0,0,0,0,low,20
41,technician,married,secondary,no,2152,no,no,9,2.23,1,1,no,0,0,0,0,very high,40
40,blue-collar,married,secondary,no,1451,no,no,9,1.95,1,1,yes,1,0,0,0,high,40
74,retired,married,primary,no,4286,no,no,9,3.25,1,0,no,0,0,0,0,very high,70
57,management,married,other,no,0,no,no,9,9.75,1,0,no,0,0,0,0,negative,50
38,technician,single,secondary,no,1711,no,no,9,3.9,1,0,yes,1,0,0,0,very high,30
45,housemaid,married,secondary,no,4068,no,no,9,5.23,1,1,no,0,0,0,0,very high,40
53,admin,married,secondary,no,109,no,no,9,7.18,1,1,no,0,0,0,0,low,50
84,entrepreneur,married,secondary,no,0,no,no,9,16.53,2,0,yes,1,0,0,0,negative,70
35,management,married,tertiary,no,611,no,no,10,5.08,2,1,yes,1,0,0,0,medium,30
35,management,married,tertiary,no,2088,yes,no,10,1.43,1,4,no,0,0,1,0,very high,30
56,housemaid,divorced,secondary,no,1866,no,yes,10,12.67,1,0,no,0,0,0,1,very high,50
26,student,single,secondary,no,132,no,no,10,3.23,1,1,yes,1,0,0,0,low,20
41,management,divorced,tertiary,no,3426,no,no,10,5.03,1,5,no,0,0,0,0,very high,40
35,technician,divorced,secondary,no,2047,yes,no,10,1.1,1,0,no,0,0,1,0,very high,30
39,management,married,tertiary,no,24,no,no,10,3.32,1,0,no,0,0,0,0,low,30
95,retired,married,secondary,no,0,no,no,10,3.58,1,0,no,0,0,0,0,negative,70
36,technician,married,tertiary,no,202,no,no,10,3.95,1,2,no,0,0,0,0,low,30
48,management,married,tertiary,no,3842,no,no,10,2.8,1,2,no,0,0,0,0,very high,40
63,housemaid,married,primary,no,333,no,no,10,5.35,1,0,no,0,0,0,0,medium,60
54,management,single,tertiary,no,2081,no,no,10,6.58,2,1,no,0,0,0,0,very high,50
34,housemaid,single,secondary,no,1363,no,no,10,4.3,1,1,no,0,0,0,0,high,30
41,admin,married,secondary,no,158,yes,no,10,4.17,2,4,no,0,0,1,0,low,40
61,management,married,tertiary,no,1224,no,no,10,1.65,1,0,no,0,0,0,0,high,60
31,technician,single,secondary,no,2460,no,no,10,7.95,1,0,no,0,0,0,0,very high,30
59,management,married,tertiary,no,4152,yes,no,10,1.12,6,13,no,0,0,1,0,very high,50
25,management,single,tertiary,no,2140,no,no,10,1.35,1,0,no,0,0,0,0,very high,20
37,technician,married,other,no,189,no,no,10,3.97,1,2,yes,1,0,0,0,low,30
47,management,married,tertiary,no,288,no,no,10,1.68,1,0,yes,1,0,0,0,medium,40
44,blue-collar,married,secondary,no,1495,yes,no,10,1.37,1,1,no,0,0,1,0,high,40
37,management,single,tertiary,no,1027,yes,no,10,2.28,1,1,yes,1,0,1,0,high,30
26,student,single,secondary,no,6036,no,no,10,2.53,1,0,no,0,0,0,0,very high,20
30,admin,single,tertiary,no,613,no,no,10,3.57,1,0,no,0,0,0,0,medium,30
28,management,single,tertiary,no,6784,no,no,10,8.37,1,3,yes,1,0,0,0,very high,20
54,management,married,tertiary,no,1464,no,no,10,3.23,2,1,yes,1,0,0,0,high,50
54,management,married,tertiary,no,8295,no,no,10,14.15,2,1,yes,1,0,0,0,very high,50
50,blue-collar,married,primary,no,383,no,no,10,6.37,2,0,no,0,0,0,0,medium,50
36,management,married,tertiary,no,22,no,no,10,1.52,2,0,no,0,0,0,0,low,30
26,management,single,tertiary,no,170,no,no,10,2.67,2,1,no,0,0,0,0,low,20
24,student,single,secondary,no,4126,no,no,10,1.38,5,2,no,0,0,0,0,very high,20
36,admin,married,secondary,no,11,yes,no,10,2.02,3,0,no,0,0,1,0,low,30
61,retired,married,secondary,no,2917,no,no,10,3.58,1,0,yes,1,0,0,0,very high,60
34,entrepreneur,single,secondary,no,318,yes,no,10,1.47,1,3,no,0,0,1,0,medium,30
34,technician,married,tertiary,no,0,no,no,10,1.48,1,1,no,0,0,0,0,negative,30
57,retired,married,secondary,no,415,no,no,10,6.8,1,2,no,0,0,0,0,medium,50
30,technician,single,secondary,no,158,no,no,10,2.4,1,0,yes,1,0,0,0,low,30
60,retired,married,primary,no,1588,no,no,10,12.13,1,0,yes,1,0,0,0,high,60
26,admin,single,secondary,no,125,no,no,10,1.05,1,7,no,0,0,0,0,low,20
24,management,single,tertiary,no,0,no,no,10,8.77,1,0,no,0,0,0,0,negative,20
39,admin,married,secondary,no,168,no,no,10,1.6,1,0,no,0,0,0,0,low,30
30,technician,single,tertiary,no,655,no,no,10,6.4,2,0,yes,1,0,0,0,medium,30
61,management,married,tertiary,no,2931,no,no,10,2.08,1,0,no,0,0,0,0,very high,60
45,blue-collar,single,secondary,no,3727,no,no,10,9.53,1,0,no,0,0,0,0,very high,40
57,management,divorced,other,no,854,no,no,10,8.0,1,5,yes,1,0,0,0,high,50
44,management,married,other,no,282,no,no,10,4.93,3,0,yes,1,0,0,0,medium,40
19,student,single,secondary,no,55,no,no,10,1.48,2,1,no,0,0,0,0,low,20
63,retired,married,secondary,no,415,yes,no,10,5.38,1,0,no,0,0,1,0,medium,60
77,retired,married,primary,no,121,no,no,10,3.18,1,0,no,0,0,0,0,low,70
37,blue-collar,married,secondary,no,604,yes,no,10,6.18,1,1,yes,1,0,1,0,medium,30
37,management,single,secondary,no,793,no,no,10,2.17,1,0,no,0,0,0,0,high,30
33,management,single,tertiary,no,5437,no,no,10,3.35,1,3,yes,1,0,0,0,very high,30
37,admin,married,secondary,no,2061,yes,yes,10,14.45,2,4,no,0,0,1,1,very high,30
29,management,single,secondary,no,417,no,no,10,1.5,1,0,no,0,0,0,0,medium,20
25,admin,single,tertiary,no,1185,no,no,10,4.83,1,1,yes,1,0,0,0,high,20
30,admin,single,secondary,no,873,no,no,10,5.02,1,2,no,0,0,0,0,high,30
63,retired,married,secondary,no,0,no,no,10,1.22,2,0,no,0,0,0,0,negative,60
29,technician,single,tertiary,no,172,yes,yes,10,4.52,2,16,no,0,0,1,1,low,20
70,retired,divorced,secondary,no,3104,no,no,10,1.47,1,0,no,0,0,0,0,very high,70
32,admin,single,tertiary,no,272,yes,no,10,1.22,2,0,no,0,0,1,0,medium,30
61,retired,married,secondary,no,286,no,no,10,8.75,1,0,no,0,0,0,0,medium,60
54,other,married,other,no,895,no,no,10,5.58,1,0,yes,1,0,0,0,high,50
60,retired,married,secondary,no,197,no,no,10,23.1,1,0,no,0,0,0,0,low,60
34,blue-collar,single,other,no,484,no,no,10,1.5,1,0,no,0,0,0,0,medium,30
68,retired,married,primary,no,2398,no,no,10,5.87,1,0,no,0,0,0,0,very high,60
42,unemployed,married,tertiary,no,0,no,no,10,1.88,1,0,no,0,0,0,0,negative,40
24,blue-collar,single,secondary,no,1857,yes,no,10,2.45,1,5,yes,1,0,1,0,very high,20
55,unemployed,married,secondary,no,377,no,no,10,6.72,1,1,no,0,0,0,0,medium,50
66,retired,married,secondary,no,0,no,no,10,3.15,1,0,no,0,0,0,0,negative,60
26,self-employed,single,tertiary,no,993,no,no,10,2.53,1,0,no,0,0,0,0,high,20
53,housemaid,married,primary,no,0,no,no,10,2.47,1,0,no,0,0,0,0,negative,50
78,retired,divorced,other,no,0,no,no,10,4.32,1,0,no,0,0,0,0,negative,70
38,services,divorced,secondary,no,53,no,no,10,1.3,1,1,no,0,0,0,0,low,30
61,housemaid,married,tertiary,no,1389,no,no,10,1.53,3,1,no,0,0,0,0,high,60
34,management,single,tertiary,no,1730,yes,no,10,1.62,2,0,no,0,0,1,0,very high,30
36,technician,married,tertiary,no,4596,yes,no,10,3.9,2,2,yes,1,0,1,0,very high,30
42,management,married,other,no,849,yes,no,10,11.12,1,1,yes,1,0,1,0,high,40
29,admin,single,secondary,no,3528,no,no,10,2.28,1,0,yes,1,0,0,0,very high,20
58,retired,married,primary,no,565,no,no,10,2.55,1,1,yes,1,0,0,0,medium,50
57,housemaid,single,secondary,no,254,no,no,10,11.27,1,0,no,0,0,0,0,low,50
33,management,single,tertiary,no,1781,no,no,10,10.18,2,1,yes,1,0,0,0,very high,30
27,admin,married,secondary,no,3415,no,no,10,4.43,3,1,yes,1,0,0,0,very high,20
79,retired,divorced,primary,no,79,no,no,10,18.43,2,0,yes,1,0,0,0,low,70
64,retired,married,primary,no,2140,no,no,10,3.02,2,0,no,0,0,0,0,very high,60
66,retired,single,tertiary,no,0,no,no,10,1.32,2,0,no,0,0,0,0,negative,60
32,management,single,tertiary,no,2983,yes,no,10,4.47,1,1,no,0,0,1,0,very high,30
47,housemaid,married,secondary,no,2524,no,no,10,1.75,1,0,yes,1,0,0,0,very high,40
56,unemployed,married,secondary,no,12,no,no,10,8.52,3,1,yes,1,0,0,0,low,50
25,technician,single,secondary,no,139,no,yes,10,2.3,1,0,yes,1,0,0,1,low,20
21,student,single,secondary,no,2488,no,no,10,3.0,1,0,yes,1,0,0,0,very high,20
83,retired,married,other,no,4216,no,no,10,1.53,1,0,no,0,0,0,0,very high,70
83,retired,married,tertiary,no,6236,no,no,10,12.77,1,3,no,0,0,0,0,very high,70
73,retired,divorced,secondary,no,7111,yes,no,10,2.43,1,0,yes,1,0,1,0,very high,70
56,blue-collar,married,primary,no,1137,no,no,10,1.65,3,1,no,0,0,0,0,high,50
45,blue-collar,married,secondary,no,6879,no,no,10,1.65,1,1,no,0,0,0,0,very high,40
77,retired,married,primary,no,989,no,no,10,1.58,2,0,no,0,0,0,0,high,70
67,retired,married,primary,no,1430,no,no,10,1.47,3,0,no,0,0,0,0,high,60
30,technician,single,tertiary,no,1646,no,no,10,4.18,3,6,no,0,0,0,0,high,30
31,admin,married,tertiary,no,80,yes,yes,10,1.05,1,0,no,0,0,1,1,low,30
55,entrepreneur,divorced,secondary,no,538,yes,no,10,5.1,1,2,no,0,0,1,0,medium,50
57,admin,married,secondary,no,3927,no,no,10,1.02,1,0,no,0,0,0,0,very high,50
59,unemployed,married,secondary,no,0,no,no,10,1.3,1,1,no,0,0,0,0,negative,50
34,admin,married,secondary,no,19,yes,yes,10,1.63,1,0,no,0,0,1,1,low,30
54,management,married,tertiary,no,2216,yes,no,10,2.78,1,0,no,0,0,1,0,very high,50
72,blue-collar,married,primary,no,4415,no,no,10,2.0,1,0,no,0,0,0,0,very high,70
46,entrepreneur,divorced,secondary,no,1187,no,yes,10,1.53,1,1,no,0,0,0,1,high,40
67,management,divorced,tertiary,no,361,no,no,10,6.85,2,0,yes,1,0,0,0,medium,60
51,entrepreneur,divorced,tertiary,no,2109,no,no,10,1.32,2,0,yes,1,0,0,0,very high,50
48,management,married,tertiary,no,1093,yes,yes,10,20.43,2,0,yes,1,0,1,1,high,40
39,technician,divorced,secondary,no,385,no,no,10,4.03,1,2,yes,1,0,0,0,medium,30
31,self-employed,married,secondary,no,581,yes,no,10,14.08,1,6,no,0,0,1,0,medium,30
52,management,married,primary,no,3343,no,no,10,3.78,1,0,no,0,0,0,0,very high,50
46,self-employed,married,tertiary,no,8,no,no,10,3.03,1,0,no,0,0,0,0,low,40
41,retired,single,primary,no,2579,no,no,10,3.55,1,0,no,0,0,0,0,very high,40
28,blue-collar,single,secondary,no,2806,no,no,10,4.75,1,1,no,0,0,0,0,very high,20
74,retired,married,tertiary,no,1124,no,no,10,3.33,2,0,no,0,0,0,0,high,70
48,technician,single,secondary,no,1245,no,no,10,2.82,1,1,no,0,0,0,0,high,40
35,management,single,tertiary,no,2646,no,no,10,3.68,1,1,yes,1,0,0,0,very high,30
61,self-employed,divorced,tertiary,no,6,yes,no,10,3.5,1,2,yes,1,0,1,0,low,60
45,technician,married,other,no,886,yes,no,10,1.25,2,1,no,0,0,1,0,high,40
49,admin,married,secondary,no,197,yes,no,10,6.73,1,1,no,0,0,1,0,low,40
43,management,married,tertiary,no,1188,no,no,10,26.22,2,2,no,0,0,0,0,high,40
62,retired,married,secondary,no,1495,no,no,10,14.93,1,2,yes,1,0,0,0,high,60
35,technician,single,tertiary,no,670,no,no,10,5.02,2,0,yes,1,0,0,0,high,30
36,admin,divorced,secondary,no,592,no,no,10,3.4,2,5,yes,1,0,0,0,medium,30
83,retired,single,primary,no,1965,no,no,10,16.72,3,0,yes,1,0,0,0,very high,70
27,admin,married,secondary,no,132,no,no,10,2.05,2,0,no,0,0,0,0,low,20
62,management,married,tertiary,no,0,no,no,10,1.3,3,0,no,0,0,0,0,negative,60
76,retired,married,primary,no,163,no,no,10,2.0,1,0,no,0,0,0,0,low,70
