age,job,marital,education,default,balance,housing,loan,month,duration,campaign,previous,deposit,binary_deposit,binary_default,binary_housing,binary_loan
57,retired,married,primary,no,9367,no,no,2,16.35,1,6,yes,1,0,0,0
34,management,single,tertiary,no,13014,no,no,2,10.62,1,1,yes,1,0,0,0
41,management,married,tertiary,no,27696,no,no,2,2.3,2,3,yes,1,0,0,0
54,technician,married,secondary,no,10185,no,no,2,4.18,1,3,yes,1,0,0,0
61,self-employed,divorced,tertiary,no,52587,no,no,2,6.57,3,1,yes,1,0,0,0
56,retired,married,primary,no,16432,no,no,2,11.7,2,2,no,0,0,0,0
35,housemaid,married,tertiary,no,11219,no,no,2,2.25,1,3,no,0,0,0,0
43,self-employed,married,tertiary,no,10072,no,no,2,2.42,1,4,no,0,0,0,0
71,entrepreneur,married,tertiary,no,15265,no,no,2,14.42,1,2,no,0,0,0,0
58,housemaid,single,secondary,no,11494,no,no,3,3.67,7,0,no,0,0,0,0
60,admin,married,secondary,no,12980,no,no,3,1.92,1,0,yes,1,0,0,0
77,retired,married,primary,no,29340,no,no,3,4.28,1,2,yes,1,0,0,0
42,admin,married,secondary,no,16517,no,no,3,9.15,5,4,no,0,0,0,0
34,blue-collar,divorced,tertiary,no,12409,no,no,3,3.15,1,4,no,0,0,0,0
57,management,married,tertiary,no,10583,no,no,3,4.53,1,6,yes,1,0,0,0
26,student,married,tertiary,no,8750,no,no,3,1.63,2,0,no,0,0,0,0
31,management,single,tertiary,no,9629,no,no,3,6.18,1,4,no,0,0,0,0
84,retired,married,secondary,no,81204,no,no,4,6.5,1,3,yes,1,0,0,0
70,retired,married,tertiary,no,15834,no,no,4,2.87,3,1,no,0,0,0,0
53,technician,married,tertiary,no,9001,no,no,4,2.83,1,0,yes,1,0,0,0
27,student,single,tertiary,no,13107,yes,no,4,11.02,1,2,yes,1,0,1,0
36,technician,single,secondary,no,12264,no,no,4,2.63,2,0,yes,1,0,0,0
29,student,married,tertiary,no,10596,yes,no,4,2.38,1,0,no,0,0,1,0
40,technician,married,tertiary,no,11766,yes,no,4,3.63,2,9,yes,1,0,1,0
31,housemaid,single,primary,no,26965,no,no,4,10.9,2,0,yes,1,0,0,0
43,technician,single,other,no,11115,no,no,4,4.85,1,3,yes,1,0,0,0
56,management,single,tertiary,no,15311,no,no,4,2.62,6,0,no,0,0,0,0
63,retired,married,primary,no,12067,no,no,4,11.0,1,1,yes,1,0,0,0
43,self-employed,married,tertiary,no,10072,no,no,5,1.63,1,5,no,0,0,0,0
42,management,married,tertiary,no,27696,no,no,5,2.93,2,5,yes,1,0,0,0
57,retired,married,primary,no,9367,no,no,5,11.67,4,7,yes,1,0,0,0
56,management,married,tertiary,no,12356,yes,no,5,6.83,1,5,yes,1,0,1,0
33,management,single,tertiary,no,9317,no,no,5,4.45,1,3,no,0,0,0,0
63,retired,married,secondary,no,23047,no,no,6,8.83,1,2,no,0,0,0,0
71,retired,married,secondary,no,29941,no,no,6,1.33,1,3,no,0,0,0,0
22,student,single,secondary,no,10971,no,no,6,3.02,2,0,no,0,0,0,0
74,retired,divorced,primary,no,29080,no,no,6,5.02,5,4,yes,1,0,0,0
32,management,single,tertiary,no,12569,no,no,7,9.35,2,2,yes,1,0,0,0
46,technician,married,secondary,no,9299,no,no,7,19.13,1,2,yes,1,0,0,0
45,management,married,tertiary,no,31472,no,no,7,9.47,7,0,yes,1,0,0,0
41,admin,married,secondary,no,14968,no,no,7,22.67,4,0,yes,1,0,0,0
61,self-employed,married,tertiary,no,10861,no,no,7,5.6,2,3,yes,1,0,0,0
36,services,married,secondary,no,11650,yes,no,7,4.47,1,0,yes,1,0,1,0
64,retired,married,primary,no,12067,no,no,7,6.12,2,2,yes,1,0,0,0
46,other,married,tertiary,no,8564,no,no,8,6.62,2,1,no,0,0,0,0
53,management,married,tertiary,no,18931,no,no,8,3.73,1,23,no,0,0,0,0
55,technician,married,secondary,no,10185,no,no,8,4.13,1,4,no,0,0,0,0
42,management,married,tertiary,no,27696,no,no,8,6.17,1,7,yes,1,0,0,0
60,admin,married,secondary,no,12980,no,no,9,2.95,2,1,no,0,0,0,0
30,management,single,tertiary,no,13774,no,no,9,6.33,1,0,no,0,0,0,0
55,management,divorced,tertiary,no,26306,yes,no,9,1.4,1,4,no,0,0,1,0
36,unemployed,married,secondary,no,17458,no,no,9,6.5,2,0,no,0,0,0,0
36,technician,single,secondary,no,12264,no,no,10,4.75,1,2,yes,1,0,0,0
57,admin,married,secondary,no,16873,no,no,10,3.65,3,1,no,0,0,0,0
28,management,single,tertiary,no,9710,no,no,10,13.1,2,0,no,0,0,0,0
28,technician,single,tertiary,no,11862,no,no,10,9.15,2,13,yes,1,0,0,0
46,technician,married,secondary,no,9299,no,no,10,3.35,5,3,no,0,0,0,0
61,self-employed,married,tertiary,no,10861,no,no,10,3.75,1,5,yes,1,0,0,0
44,technician,single,other,no,11115,no,no,10,3.15,1,4,no,0,0,0,0
78,retired,married,primary,no,14204,no,no,10,2.5,1,1,no,0,0,0,0
67,blue-collar,married,secondary,no,16353,no,no,10,3.72,2,0,no,0,0,0,0
